nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
735,Жилищно-търговска сграда,"ул.""Раковски"" №85/ул.""Екзарх Йосиф"" ",Оборище,п.№1787 от 21.05.1976г. №886,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.32952068221653,42.70066194941161,21.900234190552958,20.728479036679715,1.33,23.329558922790465,42.70089467186668,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
736,Жилищна сграда свалена,"ул.""11-ти август"" №38/ул.""Цар Симеон""",Оборище,п.№1787 от 21.05.1976г. №887,,,архитектурно-строителен ,местно /предв.кат./,п.№7308 от 18.08.2005г.,1,,23.330239900000038,42.7018641,31.602616174452077,15.27979135695643,1.33,23.330289821176486,42.70200625305378,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
737,"Жилищно-търговска сграда, б. на братя Спасови","ул.""Дунав"" №44/ул.""Цар Симеон"" №22 ",Оборище,п.№1787 от 21.05.1976г. №888,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.331151999999967,42.7022101,23.373740218660398,31.87217911966138,1.3299999999999998,23.33118141759523,42.702325041389855,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
738,Жилищна сграда,"ул.""Кирил и Методий"" № 15",Оборище,протокол №49 от 14.12.1987г.,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.33157997130343,42.70327235493134,-160.41528395191986,11.742552545882624,2.0,23.331483726228665,42.70304216731267,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
739,"Жилищна сграда, б. на Кърджиев","бул.""Бирюзов"" №3",Оборище,п.№1787 от 21.05.1976г. №548,ДВ бр.40 от 1978г. №422,,архитектурно-строителен ,местно,,0,,23.335167068280953,42.69874244509978,3.733146689939462,9.841973143247616,2.0,23.335216108060873,42.69893107823409,А-1,Зона на Исторически Развилия се Градски Център
740,"Жилищна сграда, б. на д-р Тричков","бул.""Бирюзов"" №1/ул.""Волгоград""",Оборище,п.№1787 от 21.05.1976г. №547,ДВ бр.40 от 1978г. №423,,архитектурно-строителен       художествен,местно,,0,,23.335009436291212,42.69872671314987,-7.3073773366372405,5.325979571242479,2.66,23.334907714328605,42.69909030725446,А-1,Зона на Исторически Развилия се Градски Център
740а,Конюшни на НЦВ Княза и Автопарк на НВ Царя,,Оборище,,,,"групова архитектурно-строителна, историческиа и урбанистична      ",национално /предв.кат./,,0,Предложение за пред. На статут - протокол № 10 от 17.10.2014 г. на ЕС на НИНКН,23.33466893307764,42.69864473113827,111.85353894261115,8.456054159061232,1.66,23.335260246394768,42.69851722978511,А-1,Зона на Исторически Развилия се Градски Център
741,"Училищна сграда, б. Италиански католически пансион и училище Про Ориенте""","ул.""Оборище"" №5",Оборище,п.№1787 от 21.05.1976г. №8,ДВ бр.40 от 1978г. №45,,архитектурно-строителен ,местно,,0,,23.336154026766852,42.695397167551505,9.041684036939417,19.584075533426414,1.0,23.336412038727264,42.69553351878135,А-1,Зона на Исторически Развилия се Градски Център
742,"Жилищна сграда, б. на Такворян","ул.""Дим.Полянов"" №10",Оборище,п.№1787 от 21.05.1976г. №234,ДВ бр.40 от 1978г. №261,,архитектурно-строителен ,местно,,0,,23.33773696151991,42.695758781799825,-81.13285713419836,16.40215848071609,1.0,23.33749769352118,42.695739504239,А-1,Зона на Исторически Развилия се Градски Център
743,"Жилищна сграда, б. на Палавееви","ул.""Дим.Полянов"" №9/ул.""Оборище""",Оборище,п.№1787 от 21.05.1976г. №237,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.337678859608783,42.69544690831052,67.14657343393982,16.228002465867146,1.0,23.3378652721469,42.69549764289891,Ж-1,"Жилищна Зона ""Докторски Паметник"""
744,"Жилищна сграда, б. на Ел.Чапрашикова","ул.""Оборище"" №19",Оборище,п.№1787 от 21.05.1976г. №238,ДВ бр.40 от 1978г. №262,,архитектурно-строителен ,местно,,0,,23.338696142842306,42.69510069423728,25.221761095303794,5.12642304251138,2.66,23.33902085747983,42.69562496326812,Ж-1,"Жилищна Зона ""Докторски Паметник"""
745,Жилищна сграда,"ул.""Сан Стефано"" №6",Оборище,п.№1787 от 21.05.1976г. №239,ДВ бр.40 от 1978г. №263,,архитектурно-строителен ,местно,,0,,23.33984295549476,42.695363470791186,-59.32846156709941,11.05490624388403,2.33,23.339453611574367,42.69549825981813,Ж-1,"Жилищна Зона ""Докторски Паметник"""
746,"Жилищно-търговска сград, б. на Паскалеви","бул.""Ген.Вл.Заимов"" №22/ул.""Дим.Полянов""",Оборище,п.№1787 от 21.05.1976г. №235,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.33786208987237,42.69655360559316,146.9064276101141,17.804474573750447,1.5,23.337992961205327,42.69638778467831,Ж-1,"Жилищна Зона ""Докторски Паметник"""
747,Институт за заразни болести,"бул.""Ген.Вл.Заимов"" №26",Оборище,протокол №49 от 14.12.1987г.,ДВ бр.40 от 1978г. №264,,архитектурно-строителен       художествен,местно,,0,,23.3386710548034,42.696528222905975,167.88352981333492,23.608989094932816,1.0,23.33872608866671,42.696224345616166,Ж-1,"Жилищна Зона ""Докторски Паметник"""
748,"Жилищна сграда, б. на д-р Любен Попов","ул.""Марин Дринов"" №9",Оборище,п.№1787 от 21.05.1976г. №255,ДВ бр.40 от 1978г. №309,,архитектурно-строителен ,за сведение,,0,,23.34132999296105,42.69557997979255,13.371284519095724,5.008285593337222,2.0,23.341392229151133,42.6958583670308,Ж-1,"Жилищна Зона ""Докторски Паметник"""
749,"Жилищна сграда, б. на Хаджиангелови","ул.""Васил Априлов"" №1",Оборище,п.№1787 от 21.05.1976г. №258,ДВ бр.40 от 1978г. №311,,архитектурно-строителен      художествен,местно,,0,,23.342225869704638,42.69590354484981,36.22068899955222,15.513359845311854,1.66,23.34240483417566,42.69602601585979,Ж-1,"Жилищна Зона ""Докторски Паметник"""
749а,Жилищна сграда на Стоян Ганев / сега Кубинско Представителство,"ул.""Васил Априлов"" №3",Оборище,п.№3937 от 26.11.1990г.,,,архитектурно-строителен ,,,0,,23.342206462234802,42.69580565335581,89.53135869361518,5.365107900952295,1.33,23.342664901186517,42.6958212282947,Ж-1,"Жилищна Зона ""Докторски Паметник"""
750,Жилищна сграда свалена,"ул.""Марин Дринов"" №19",Оборище,п.№1787 от 21.05.1976г. №257,,,архитектурно-строителен ,/предв.кат./ за сведение,писмо № 3264 от 27.08.2004 г.,1,,23.34265238518435,42.69547488254555,-1.782047073332542,5.939176594430452,2.0,23.342627841814885,42.69567597499519,Ж-1,"Жилищна Зона ""Докторски Паметник"""
751,"Жилищна сграда, б. на Иван Мотикаров","ул.""проф.Асен Златаров"" №1/ул.""Дим.Попов""",Оборище,п.№1787 от 21.05.1976г. №307,ДВ бр.40 от 1978г. №342,,архитектурно-строителен ,местно,,0,,23.34447443008628,42.695657200262524,64.09169665236571,12.665955900274032,1.66,23.344651447780507,42.69573032875329,Ж-1,"Жилищна Зона ""Докторски Паметник"""
752,"Жилищна сграда, къща-музей ""Васил Коларов""","ул.""проф.Асен Златаров"" №5/ул.""Тодор Стайков""",Оборище,п.№1787 от 21.05.1976г. №308,"""Известия"" бр.73 от 1955г. ДВ бр.40 от 1978г. №341",,архитектурно-строителен       исторически,национално,,0,,23.34437724696363,42.6950344240695,56.50453691012359,17.7011661837783,1.0,23.34455022878365,42.69513907280481,Ж-1,"Жилищна Зона ""Докторски Паметник"""
753,"Комплекс на католическата църква ""Св.Франциск"" и жилищна сграда","ул.""проф.Асен Златаров"" №7/ул.""Тодор Стайков"" №2",Оборище,"п.№1787 от 21.05.1976г. №309, 310",ДВ бр.40 от 1978г. №340,,архитектурно-строителен /сградата/    художествен /църквата/,местно /за сведение/,,0,,23.34437724696363,42.6950344240695,144.79520782130126,14.610451494282325,1.66,23.34473020632869,42.69478672983505,Ж-1,"Жилищна Зона ""Докторски Паметник"""
754,"Жилищна сграда, б. на Петър Минев","ул.""Оборище"" №67",Оборище,п.№1787 от 21.05.1976г. №315,ДВ бр.40 от 1978г. №339,,архитектурно-строителен ,местно,,0,,23.345746224469853,42.69422760368791,12.33713881931489,14.06234798613945,1.0,23.345751255254466,42.6943681529957,Ж-1,"Жилищна Зона ""Докторски Паметник"""
755,"Жилищна сграда, б. на Юл.Парушев","бул.""Клемент Готвалд"" №12/ул.""Оборище"" 8 /ул.""Евлоги Георгиев"" № 161/",Оборище,п.№1787 от 21.05.1976г. №314,ДВ бр.40 от 1978г. №338,,архитектурно-строителен ,местно,,0,,23.346246448164486,42.69419312857379,-45.461240081995705,19.263474018683027,1.33,23.34606638279076,42.69434297896088,Ж-1,"Жилищна Зона ""Докторски Паметник"""
756,"Жилищна сграда, б. на Дим.Алахверджиев","ул.""Тодор Стайков"" №16 ""Анжело Ронкали"" ",Оборище,п.№1787 от 21.05.1976г. №313 п.№1616 от 12.05.1982г. прекатег. За сведение Заповед № РД9Р-11 от 17.07. 2013 г. режими,,,архитектурно-строителен       исторически Само архитектурно-строителен,местно /предв.кат./ прекатег. За сведение   Заповед № РД9Р-11 от 17.07. 2013 г.,,0,,23.345935139337602,42.69484778525153,-149.44086650890713,7.121542538935037,1.0,23.34583631231615,42.69474535883326,Ж-1,"Жилищна Зона ""Докторски Паметник"""
757,"Жилищна сграда, б. на Елиза Славчева","ул.""Оборище"" №43",Оборище,п.№1787 от 21.05.1976г. №271,ДВ бр.40 от 1978г. №314,,архитектурно-строителен       исторически,местно,,0,,23.3429163115145,42.69457984494673,17.493285806357065,17.06459940320182,1.0,23.342964287936606,42.69472698373432,Ж-1,"Жилищна Зона ""Докторски Паметник"""
758,"Посолство на Испания, б. жилищна сграда свалена","ул.""Оборище"" №47",Оборище,п.№1787 от 21.05.1976г. №272,,,архитектурно-строителен ,/предв.кат./ за сведение,Писмо № 9249 от 07.07.2008 г.,1,,23.34329592652557,42.694533055698855,29.56287353338132,4.121726375125664,2.33,23.34342873632774,42.69475226003912,Ж-1,"Жилищна Зона ""Докторски Паметник"""
759,"Жилищна сграда, б. на ген.Сарафов","ул.""проф.Асен Златаров"" №18/ул.""Оборище""",Оборище,п.№1787 от 21.05.1976г. №273,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.344196099999976,42.694422100000004,-36.97794982338393,13.562678951044296,1.66,23.3440406957503,42.69457548978218,Ж-1,"Жилищна Зона ""Докторски Паметник"""
760,Жилищна сграда,"ул.""проф.Асен Златаров"" №14",Оборище,п.№1787 от 21.05.1976г. №274,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.34428358544881,42.69483151475044,-85.46484164146626,6.721669930905695,1.33,23.344013829645544,42.69486030524293,Ж-1,"Жилищна Зона ""Докторски Паметник"""
761,"Жилищна сграда, б. на Куюмджийски /френско посолство/","ул.""Оборище"" №27",Оборище,п.№1787 от 21.05.1976г. №263,ДВ бр.40 от 1978г. №308; ДВ бр.25 от 1998г.,,архитектурно-строителен      художествен,местно; национално,,0,,23.340701045816218,42.69485681436905,-1.0655148917882746,12.92912227880333,1.0,23.34071981981659,42.69506308900532,Ж-1,"Жилищна Зона ""Докторски Паметник"""
762,"Жилищна сграда, б. на Е.шеренков","ул.""Оборище"" №29",Оборище,п.№1787 от 21.05.1976г. №264,ДВ бр.40 от 1978г. №307,,архитектурно-строителен      художествен,местно,,0,,23.341005714102717,42.694817304545325,6.6267454914829615,11.224500508060025,1.66,23.341043119117188,42.69502202622266,Ж-1,"Жилищна Зона ""Докторски Паметник"""
763,"Холандско посолство, б. жилищна сграда","ул.""Оборище"" №31",Оборище,п.№1787 от 21.05.1976г. №265,ДВ бр.40 от 1978г. №306,,архитектурно-строителен ,местно,,0,,23.341402695372718,42.694767543289046,6.205124884025611,18.934897378179,1.0,23.341373307570034,42.69499424688935,Ж-1,"Жилищна Зона ""Докторски Паметник"""
764,"Жилищна сграда, б. на ген.Пакев","ул.""Оборище"" №35/ул.""В.Априлов""",Оборище,п.№1787 от 21.05.1976г. №266,ДВ бр.40 от 1978г. №304,,архитектурно-строителен ,местно,,0,,23.341947900000036,42.6946992,-33.69967737668477,15.369643275604826,1.0,23.34184554766352,42.694841813254335,Ж-1,"Жилищна Зона ""Докторски Паметник"""
765,"Комплекс Софийски университет ""Климент Охридски"" и Университет-ска библиотека","бул.""Руски"" №15/ ул.""Толбухин""/ул.""Шипка""/ул.""Хр.Георгиев""",Средец,"п.№1787 от 21.05.1976г. №5, 6",ДВ бр.40 от 1978г. №43,,архитектурно-строителен          исторически художествен,национално,,0,,23.334421199999948,42.693454100000004,82.38471740632332,14.716879461617596,0.66,23.33512026503494,42.6936055699978,А-1,Зона на Исторически Развилия се Градски Център
766,"Посолство на Турция, б. жилищна сграда на Сърмаджиев","бул.""Руски"" №19/ул.""Евл.Георгиев""",Средец,п.№1787 от 21.05.1976г. №244,ДВ бр.25 от 1998г. №4,,архитектурно-строителен      художествен,национално,,0,,23.33571206100077,42.69226067125569,50.080659714842426,14.590084070649944,1.0,23.335909561344735,42.6923558410982,А-1,Зона на Исторически Развилия се Градски Център
767,"Жилищна сграда, б. на ген.Костов","ул.""Хр.Георгиев"" №10",Средец,п.№1787 от 21.05.1976г. №243,ДВ бр.40 от 1978г. №266,,архитектурно-строителен ,местно,,0,,23.335790099999944,42.6929674,160.8203026759704,17.624645954574195,1.0,23.335841046807932,42.69282472374958,А-1,Зона на Исторически Развилия се Градски Център
768,"Жилищна сграда, б. на Ал.Теодоров-Балан","ул.""Хр.Георгиев"" №4",Средец,п.№1787 от 21.05.1976г. №241,ДВ бр.40 от 1978г. №265,,архитектурно-строителен          исторически,местно,,0,,23.335935481801247,42.693360783335564,71.14091001420033,19.964814909590498,1.0,23.336119535040424,42.69339571089826,Ж-1,"Жилищна Зона ""Докторски Паметник"""
769,"Жилищна сграда, б. на ген.Паприков","ул.""Евлоги Георгиев""№6 /""Д.Полянов""/  /""Кракра"" № 16/",Средец,п.№1787 от 21.05.1976г. №246,ДВ бр.40 от 1978г. №268,,архитектурно-строителен ,местно,,0,,23.33697839478782,42.69340371312753,-74.83830486126504,17.337292923762575,1.33,23.336636989604905,42.6934588195199,Ж-1,"Жилищна Зона ""Докторски Паметник"""
770,"Административна сграда, б. жилищна /б. посолство на ГДР/","ул.""Евлоги Георгиев""/""Д.Полянов""/  /""Кракра""/ № 18 ",Средец,п.№1787 от 21.05.1976г. №245,ДВ бр.40 от 1978г. №267,,архитектурно-строителен ,местно,,0,,23.336898302703275,42.69321223331005,-78.16399047400026,21.23168535942422,1.0,23.336696179969405,42.69323555459563,Ж-1,"Жилищна Зона ""Докторски Паметник"""
771,Жилищна сграда /вътрешна/,"бул.""Руски"" №25",Средец,п.№1787 от 21.05.1976г. №253,ДВ бр.40 от 1978г. №272,,архитектурно-строителен ,местно,,0,,,,,,,23.33690687845367,42.69190088876404,А-1,Зона на Исторически Развилия се Градски Център
772,"Фабрика ""Прошеково пиво"" свалена","ул.""Сан Стефано""/ул.""Шейново""",Средец,протокол №49 от 14.12.1987г.,,,архитектурно-строителен ,/предв.кат./ за сведение,писмо № 1556 от 28.07.2004 г.,1,,23.33866013701129,42.692144511844155,-104.48430981986789,16.394702234275595,1.0,23.33799386966651,42.69207967108123,Ж-1,"Жилищна Зона ""Докторски Паметник"""
773,"Посолство, б. жилищна сграда на Янко Кантарджиев","ул.""Сан Стефано"" №33",Средец,п.№1787 от 21.05.1976г. №343,ДВ бр.40 от 1978г. №273,,архитектурно-строителен ,местно,,0,,,,,,,23.337707615541106,42.69123484847393,А-1,Зона на Исторически Развилия се Градски Център
774,"Посолство, б. жилищна сграда /Иран/","бул.""Клемент Готвалд"" №70 ""Евлоги Георгиев""     № 101",Средец,п.№1787 от 21.05.1976г. №344,ДВ бр.40 от 1978г. №274,,архитектурно-строителен ,местно,,0,,23.337902865755726,42.690900605781344,-13.415375135443101,17.612187439425462,1.33,23.3378217953654,42.69109450739936,А-1,Зона на Исторически Развилия се Градски Център
775,"Жилищна сграда, б. на Вяра Дренкова /гръцко посолство/","ул.""Сан Стефано"" №31/бул.""Климент Готвалд""",Средец,п.№1787 от 21.05.1976г. №345,ДВ бр.40 от 1978г. №275,,архитектурно-строителен      художествен,местно,,0,,23.33845674547638,42.69103354222249,-26.521691460694345,15.254055127402124,1.0,23.338167051959555,42.691371194798144,Ж-1,"Жилищна Зона ""Докторски Паметник"""
776,"Жилищна сграда, б. на инж.Милков /вътрешна/","ул.""Т.Страшимиров"" №3",Средец,п.№1787 от 21.05.1976г. №342,ДВ бр.40 от 1978г. №276,,архитектурно-строителен ,местно,,0,,23.338908241969193,42.691580412601574,64.47536136572376,12.222082980368977,2.6500000000000004,23.339315552072513,42.69175291123246,Ж-1,"Жилищна Зона ""Докторски Паметник"""
777,"Жилищна сграда, б. на ген.Драганов","ул.""Шейново"" №12",Средец,п.№1787 от 21.05.1976г. №337,ДВ бр.40 от 1978г. №281,,архитектурно-строителен ,местно,,0,,23.33943675935848,42.69220259088304,-185.12002703307505,4.521148300972113,1.0,23.339451543056665,42.69206300856988,Ж-1,"Жилищна Зона ""Докторски Паметник"""
778,"Жилищна сграда,","ул.""Шейново"" №14",Средец,п.№1787 от 21.05.1976г. №338,ДВ бр.40 от 1978г. №280,,архитектурно-строителен ,местно,,0,,23.339658502684074,42.69224871837323,-177.37042333268855,6.441608135354818,1.66,23.339667642777727,42.6919778547703,Ж-1,"Жилищна Зона ""Докторски Паметник"""
779,"Жилищна сграда, б. на ген.Силяновски","ул.""Шейново"" №18/ул.""Мургаш""",Средец,п.№1787 от 21.05.1976г. №339,ДВ бр.40 от 1978г. №279,,архитектурно-строителен ,местно,,0,,23.340072800000033,42.6923349,-151.4023007707175,9.859405650889014,1.66,23.33995038012692,42.69219339158369,Ж-1,"Жилищна Зона ""Докторски Паметник"""
780,"Жилищна сграда, б. на инж.Конст.Йосифов","ул.""Мургаш"" №4",Средец,п.№1787 от 21.05.1976г. №340,ДВ бр.40 от 1978г. №278,,архитектурно-строителен ,местно,,0,,23.340215727187342,42.69199085324401,-102.26495727292001,15.919951851804976,1.0,23.340058346987526,42.691976354525956,Ж-1,"Жилищна Зона ""Докторски Паметник"""
781,"Жилищна сграда, б. на ген.Салабашев","ул.""Мургаш"" №6",Средец,п.№1787 от 21.05.1976г. №341,ДВ бр.40 от 1978г. №277,,архитектурно-строителен ,местно,,0,,23.34032649575738,42.6917242170081,-58.23020704134975,12.956301091948546,1.66,23.340093161033685,42.69183271289999,Ж-1,"Жилищна Зона ""Докторски Паметник"""
782,"Жилищна сграда, б. на Хр.Анков /Чешки клуб/","ул.""Евлоги Георгиев"" №5",Средец,п.№1787 от 21.05.1976г. №251,ДВ бр.40 от 1978г. №271,,архитектурно-строителен      художествен,местно,,0,,23.336862275279714,42.69312610049396,95.20816568576132,23.39153235678089,1.0,23.337041633910935,42.693086636049756,Ж-1,"Жилищна Зона ""Докторски Паметник"""
783,"Жилищна сграда, б. на проф.Иван Гергов.","ул.""Шипка"" №14/ул.""Евлоги Георгиев"" ",Средец,п.№1787 от 21.05.1976г. №247,ДВ бр.40 от 1978г. №269,,архитектурно-строителен ,местно,,0,,23.33719582203673,42.69392351930031,139.5765305375343,15.856044563241241,1.33,23.337403211374237,42.693731970981084,Ж-1,"Жилищна Зона ""Докторски Паметник"""
783а,Сграда /посолство Сърбия/ свалена,"ул.""Велико Търново"" №3 /ул.""Г.Георгиу Деж""/",Оборище,,ДВ бр.40 от 1978г. №301,,архитектурно-строителен ,,ДВ бр.104 от 1993г.,1,,23.34034754048332,42.69410495070695,25.975439543961095,8.728286530085935,1.66,23.340503522142686,42.69439803105204,Ж-1,"Жилищна Зона ""Докторски Паметник"""
784,Жилищна сграда с резиденция,"ул.""Г.Георгиу Деж"" №5",Оборище,п.№1787 от 21.05.1976г. №278,ДВ бр.40 от 1978г. №300,,архитектурно-строителен ,местно,,0,,23.340803651004528,42.694026904101364,9.430343146453483,5.746437923908371,2.6500000000000004,23.340852937815253,42.694365996968806,Ж-1,"Жилищна Зона ""Докторски Паметник"""
785,Жилищна сграда с паметна плоча на Кирил Драмалиев,"ул.""Г.Георгиу Деж"" №9",Оборище,,,,архитектурно-строителен ,местно,,0,,23.341157269274163,42.69396639325218,2.6039106291913012,28.74464940285136,1.0,23.341177192347004,42.694172902557156,Ж-1,"Жилищна Зона ""Докторски Паметник"""
786,"Жилищна сграда, б. на Байнов","ул.""Г.Георгиу Деж"" №11",Оборище,п.№1787 от 21.05.1976г. №279,ДВ бр.40 от 1978г. №299,,архитектурно-строителен ,местно,,0,,23.34140149999996,42.6939246,-15.477881097415867,17.389880374923447,1.0,23.341338628258345,42.694081797888465,Ж-1,"Жилищна Зона ""Докторски Паметник"""
787,Жилищна сграда,"ул.""Оборище"" №12",Оборище,п.№1787 от 21.05.1976г. №281,ДВ бр.40 от 1978г. №298,,архитектурно-строителен ,местно,,0,,23.341536392007235,42.69475078420589,-164.76733730269638,15.664657469234655,1.0,23.34149506082416,42.69459900707207,Ж-1,"Жилищна Зона ""Докторски Паметник"""
788,"Жилищна сграда, б. на Ст.Стефанов","ул.""Оборище"" №10",Оборище,п.№1787 от 21.05.1976г. №280,ДВ бр.40 от 1978г. №297,,архитектурно-строителен ,местно,,0,,23.341136315913676,42.69480093388223,-145.29154982803803,16.592049231753904,1.0,23.340991864561783,42.69463752333098,Ж-1,"Жилищна Зона ""Докторски Паметник"""
789,"Жилищна сграда, б. на проф.Иван Шишманов","ул.""Шипка"" №11",Оборище,п.№1787 от 21.05.1976г. №288,ДВ бр.40 от 1978г. №292,,архитектурно-строителен       исторически,местно,,0,,23.340211339090963,42.69338277408612,40.624328426161526,11.700716195820332,1.66,23.34035193281962,42.69349974637127,Ж-1,"Жилищна Зона ""Докторски Паметник"""
790,"Жилищна сграда, б. на Г.Бръчков","ул.""Шипка"" №9",Оборище,п.№1787 от 21.05.1976г. №287,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.340081640063204,42.69340920860074,23.991901750033055,11.287171504554601,2.3200000000000003,23.340239058494475,42.693656867842215,Ж-1,"Жилищна Зона ""Докторски Паметник"""
791,Жилищна сграда,"ул.""Шипка"" №7",Оборище,п.№1787 от 21.05.1976г. №286,ДВ бр.40 от 1978г. №293,,архитектурно-строителен ,местно,,0,,23.339963731856074,42.69343323997767,9.322268744389472,15.534834595632296,1.33,23.340009302952133,42.69356878274902,Ж-1,"Жилищна Зона ""Докторски Паметник"""
792,"Жилищно-търговска сграда, б. на Никола Гетов","ул.""Шипка"" №5",Оборище,п.№1787 от 21.05.1976г. №285,ДВ бр.40 от 1978г. №294,,архитектурно-строителен ,местно,,0,,23.33971612462119,42.69348370586921,46.84124851470765,11.86512448268926,1.33,23.33983039789133,42.693583214028756,Ж-1,"Жилищна Зона ""Докторски Паметник"""
793,"Жилищна сграда, б. на Ив.Наумов","ул.""Шипка"" №3/ул.""Сан Стефано""",Оборище,п.№1787 от 21.05.1976г. №284,ДВ бр.40 от 1978г. №296,,архитектурно-строителен ,местно,,0,,23.339362400000034,42.6935558,56.990872217262165,18.91486925170804,1.33,23.33957772597513,42.693650456966054,Ж-1,"Жилищна Зона ""Докторски Паметник"""
794,Жилищна кооперация,"ул.""Сан Стефано"" №17",Оборище,протокол №49 от 14.12.1987г.,ДВ бр.40 от 1978г. №295,,архитектурно-строителен ,местно,,0,,23.33942870216027,42.693824764805285,111.99407603602718,17.736666425197612,1.0,23.339611413943796,42.693799633144764,Ж-1,"Жилищна Зона ""Докторски Паметник"""
795,"Жилищна сграда, б. на Райков","ул.""Г.Георгиу Деж"" №2",Оборище,п.№1787 от 21.05.1976г. №293,ДВ бр.40 от 1978г. №287,,архитектурно-строителен ,местно,,0,,23.33999231772316,42.694167592880824,-177.976367249669,8.669627248189336,1.66,23.33996910677044,42.694017250537904,Ж-1,"Жилищна Зона ""Докторски Паметник"""
796,Жилищна сграда,"ул.""Г.Георгиу Деж"" №4",Оборище,протокол №49 от 14.12.1987г.,ДВ бр.40 от 1978г. №288,,архитектурно-строителен ,местно,,0,,23.340111128201784,42.694146090903274,168.05973175282952,5.559994421859649,2.6500000000000004,23.34013438468113,42.693866425721694,Ж-1,"Жилищна Зона ""Докторски Паметник"""
797,"Жилищна сграда, б. на Бенуш","ул.""Г.Георгиу Деж"" №6",Оборище,п.№1787 от 21.05.1976г. №292,ДВ бр.40 от 1978г. №289,,архитектурно-строителен ,местно,,0,,23.340573966853533,42.694066205237796,-161.92092724334614,1.5131643509114407,1.0,23.340500195676693,42.69391862079329,Ж-1,"Жилищна Зона ""Докторски Паметник"""
798,"Жилищна сграда, б. на Гликман","ул.""Г.Георгиу Деж"" №16/ул.""Васил Априлов""",Оборище,п.№1787 от 21.05.1976г. №290,ДВ бр.40 от 1978г. №270,,архитектурно-строителен ,местно,,0,,23.34140149999996,42.6939246,165.24695430976138,12.781569020460854,1.0,23.341474838996813,42.693766376611634,Ж-1,"Жилищна Зона ""Докторски Паметник"""
799,"Жилищна сграда, б. на Ал.Дюдюков","ул.""Васил Априлов"" №20",Оборище,п.№1787 от 21.05.1976г. №289,ДВ бр.40 от 1978г. №291,,архитектурно-строителен ,местно,,0,,23.341634,42.6934745,-32.567659466843324,7.391330344800461,1.33,23.341410394939658,42.69362037630423,Ж-1,"Жилищна Зона ""Докторски Паметник"""
800,"Жилищна сграда, б. на Мотикаров","ул.""Шейново"" №25",Средец,п.№1787 от 21.05.1976г. №305,ДВ бр.40 от 1978г. №283,,архитектурно-строителен ,местно,,0,,23.340925757436594,42.69253163349386,-1.5259171909544178,18.282030048421472,2.0,23.340870799630974,42.69275215984348,Ж-1,"Жилищна Зона ""Докторски Паметник"""
801,"Жилищна сграда, б. на Ст.Камилов","ул.""Шейново"" №27",Средец,п.№1787 от 21.05.1976г. №306,ДВ бр.40 от 1978г. №284,,архитектурно-строителен ,местно,,0,,23.341380320169378,42.692636474645134,-43.67621876104495,13.930082699708182,1.0,23.341222258679718,42.69271359295754,Ж-1,"Жилищна Зона ""Докторски Паметник"""
802,"Жилищна сграда, б. на Дим.Любенов","ул.""Шипка"" №36",Средец,п.№1787 от 21.05.1976г. №302,ДВ бр.40 от 1978г. №289,,архитектурно-строителен ,местно,,0,,23.34102788322821,42.693216354862024,-150.67334690402012,13.36275048619719,2.0,23.34085808628103,42.69296349200215,Ж-1,"Жилищна Зона ""Докторски Паметник"""
803,"Жилищна сграда, б. на арх.Г.Фингов","ул.""Шипка"" №38",Средец,п.№1787 от 21.05.1976г. №303,ДВ бр.40 от 1978г. №285,,архитектурно-строителен ,местно,,0,,23.34150010911935,42.693036282638815,-92.87161704335709,14.269071534029537,1.33,23.34115570912384,42.69302404367535,Ж-1,"Жилищна Зона ""Докторски Паметник"""
804,"Жилищна сграда, б. на Дим.Мамарчев","бул.""Клемент Готвалд"" №54 /""Евлоги Георгиев"" № 117",Средец,п.№1787 от 21.05.1976г. №336,ДВ бр.40 от 1978г. №282,,архитектурно-строителен ,местно,,0,,23.341250231991356,42.69171553036358,21.13075471077023,12.75669295759822,1.66,23.341282058559997,42.6918723920046,Ж-1,"Жилищна Зона ""Докторски Паметник"""
805,Училищна сграда,"ул.""Шипка"" №40/ул.""Васил Априлов""",Средец,п.№1787 от 21.05.1976г. №324,ДВ бр.40 от 1978г. №324,,архитектурно-строителен ,местно,,0,,23.342491164208013,42.692922798629816,-152.77955548027398,17.90751493220953,1.33,23.34225190732732,42.692639401564755,Ж-1,"Жилищна Зона ""Докторски Паметник"""
